City ID,City,Country,Date,Lat,Lng,Min Temp,Max Temp,Humidity,Cloudiness,Wind Speed,Description
447,Niimi,JP,2022-01-29 20:53:56,34.9833,133.4667,31.35,31.35,80,100,2.51,overcast clouds
448,Upington,ZA,2022-01-29 20:53:57,-28.4478,21.2561,82.78,82.78,39,99,12.66,overcast clouds
449,La Plaine,DM,2022-01-29 20:53:57,15.3333,-61.25,80.24,84.49,48,20,4.61,few clouds
450,Atar,MR,2022-01-29 20:53:57,20.5169,-13.0499,76.19,76.19,20,100,3.2,overcast clouds
451,Mandla,IN,2022-01-29 20:53:58,22.6,80.3833,51.98,51.98,35,0,0.18,clear sky
452,Shamary,RU,2022-01-29 20:53:58,57.3434,58.2199,5.76,5.76,97,100,2.62,overcast clouds
453,Lockhart,US,2022-01-29 20:53:59,28.6194,-81.4426,45.73,52.34,35,0,4.0,clear sky
454,Daru,PG,2022-01-29 20:53:59,-9.0763,143.2092,78.44,78.44,85,100,10.76,heavy intensity rain
455,Maragogi,BR,2022-01-29 20:51:45,-9.0122,-35.2225,76.41,76.41,73,100,6.02,overcast clouds
456,Catuday,PH,2022-01-29 20:53:59,16.2923,119.8062,78.19,78.19,80,60,11.74,broken clouds
457,Kidal,ML,2022-01-29 20:54:00,18.4411,1.4078,69.53,69.53,11,19,11.07,few clouds
458,Japura,ID,2022-01-29 20:54:00,-0.3167,102.35,75.65,75.65,86,99,1.9,overcast clouds
459,Saint-Leu,RE,2022-01-29 20:54:01,-21.15,55.2833,76.03,76.06,81,63,7.16,light rain
460,Birao,CF,2022-01-29 20:54:01,10.2849,22.7882,67.68,67.68,16,52,6.4,broken clouds
461,Parauna,BR,2022-01-29 20:55:01,-16.9478,-50.4486,74.19,74.19,82,96,9.31,moderate rain
462,Emba,KZ,2022-01-29 20:55:02,48.8264,58.1442,13.77,13.77,96,97,9.17,overcast clouds
463,Yoichi,JP,2022-01-29 20:55:02,43.2039,140.7703,15.62,15.78,69,100,21.39,light snow
464,Kamenka,RU,2022-01-29 20:55:03,51.3223,42.7678,31.75,31.75,98,100,6.71,light snow
465,Zwedru,LR,2022-01-29 20:55:03,6.0667,-8.1281,79.07,79.07,69,79,4.9,broken clouds
466,Sumbe,AO,2022-01-29 20:55:03,-11.2061,13.8437,78.26,78.26,87,100,7.67,overcast clouds
467,Pathein,MM,2022-01-29 20:55:04,16.7833,94.7333,63.86,63.86,69,85,7.43,overcast clouds
468,Nahan,IN,2022-01-29 20:55:04,30.55,77.3,47.35,47.35,67,0,2.86,clear sky
469,Warrnambool,AU,2022-01-29 20:55:05,-38.3833,142.4833,65.8,65.8,90,96,7.36,overcast clouds
470,Rognan,NO,2022-01-29 20:55:05,67.0953,15.3878,28.54,29.05,90,100,5.64,overcast clouds
471,Praia,CV,2022-01-29 20:51:40,14.9215,-23.5087,70.34,70.34,64,75,18.41,broken clouds
472,Martorell,ES,2022-01-29 20:55:06,41.474,1.9306,43.34,54.25,53,0,5.01,clear sky
473,Mitsamiouli,KM,2022-01-29 20:55:06,-11.3847,43.2844,80.89,80.89,73,69,4.5,broken clouds
474,Safaga,EG,2022-01-29 20:54:15,26.7292,33.9365,57.15,57.15,51,1,11.7,clear sky
475,Acapulco,MX,2022-01-29 20:55:06,16.8634,-99.8901,85.26,85.26,57,12,10.25,few clouds
476,Yashalta,RU,2022-01-29 20:55:07,46.3395,42.2762,34.05,34.05,92,100,13.71,overcast clouds
477,Nerchinskiy Zavod,RU,2022-01-29 20:55:07,51.3088,119.61,-22.41,-22.41,100,45,2.35,scattered clouds
478,Rawah,IQ,2022-01-29 20:55:07,34.4816,41.9093,46.22,46.22,64,3,7.02,clear sky
479,Korhogo,CI,2022-01-29 20:55:08,9.45,-5.6333,77.34,77.34,17,68,4.16,broken clouds
480,Ust-Barguzin,RU,2022-01-29 20:55:08,53.45,108.9833,-11.42,-11.42,98,98,3.62,overcast clouds
481,Arkhangelsk,RU,2022-01-29 20:55:09,64.5401,40.5433,17.71,17.71,86,100,11.18,light snow
482,Tateyama,JP,2022-01-29 20:55:09,34.9833,139.8667,39.02,41.05,81,69,14.12,broken clouds
483,Clonakilty,IE,2022-01-29 20:55:10,51.6231,-8.8706,38.08,43.81,82,78,5.3,broken clouds
484,Lagoa,PT,2022-01-29 20:55:10,39.05,-27.9833,58.5,58.5,73,77,13.76,broken clouds
485,Havre-Saint-Pierre,CA,2022-01-29 20:52:15,50.2334,-63.5986,5.36,7.39,61,100,17.27,overcast clouds
486,Tilichiki,RU,2022-01-29 20:55:10,60.4667,166.1,18.82,18.82,71,100,14.54,overcast clouds
487,Wanning,CN,2022-01-29 20:55:11,18.8003,110.3967,62.6,62.6,87,100,9.42,overcast clouds
488,Calca,PE,2022-01-29 20:55:11,-13.3333,-71.95,63.75,63.75,81,98,5.55,overcast clouds
489,Twentynine Palms,US,2022-01-29 20:55:12,34.1356,-116.0542,55.54,61.92,13,100,1.01,overcast clouds
490,Ambilobe,MG,2022-01-29 20:55:12,-13.2,49.05,74.1,74.1,95,65,1.5,light rain
491,Viedma,AR,2022-01-29 20:55:12,-40.8135,-62.9967,92.82,92.82,26,31,6.02,scattered clouds
492,Aurillac,FR,2022-01-29 20:55:13,44.9167,2.45,24.75,36.48,88,0,2.3,clear sky
493,Lima,PE,2022-01-29 20:54:39,-12.0432,-77.0282,73.65,77.9,63,0,7.0,clear sky
494,Buraydah,SA,2022-01-29 20:55:13,26.326,43.975,52.25,52.25,35,0,17.45,clear sky
495,Oppdal,NO,2022-01-29 20:55:14,62.5943,9.6912,26.44,26.44,91,71,26.53,broken clouds
496,Hambantota,LK,2022-01-29 20:55:14,6.1241,81.1185,77.95,77.95,82,73,6.8,broken clouds
497,Luganville,VU,2022-01-29 20:55:15,-15.5333,167.1667,79.68,79.68,88,100,8.9,moderate rain
498,Banikoara,BJ,2022-01-29 20:55:15,11.2985,2.4386,75.7,75.7,15,38,5.84,scattered clouds
499,Ahipara,NZ,2022-01-29 20:50:25,-35.1667,173.1667,68.52,68.52,63,65,8.95,broken clouds
500,Tambura,SS,2022-01-29 20:55:15,5.6,27.4667,69.91,69.91,22,4,5.03,clear sky
501,Kapoeta,SS,2022-01-29 20:55:16,4.7717,33.5903,83.48,83.48,25,2,3.15,clear sky
502,Shache,CN,2022-01-29 20:55:16,38.4167,77.2406,25.72,25.72,44,12,2.71,few clouds
503,Broken Hill,AU,2022-01-29 20:51:00,-31.95,141.4333,73.11,73.11,64,15,6.91,few clouds
504,Doka,SD,2022-01-29 20:55:17,13.5167,35.7667,74.05,74.05,35,7,12.41,clear sky
505,Ballina,AU,2022-01-29 20:55:17,-28.8667,153.5667,68.18,69.84,96,75,2.3,broken clouds
506,Davila,PH,2022-01-29 20:50:44,18.4726,120.5763,74.41,74.41,94,100,12.08,moderate rain
507,Salvador,SV,2022-01-29 20:56:18,13.8333,-88.9167,82.06,82.06,33,67,9.31,broken clouds
508,Chicama,PE,2022-01-29 20:56:18,-7.8447,-79.1469,70.34,70.34,62,81,10.83,broken clouds
509,Xining,CN,2022-01-29 20:56:18,36.6167,101.7667,10.31,10.31,61,13,1.81,few clouds
510,Harlingen,US,2022-01-29 20:56:19,26.1906,-97.6961,60.89,66.25,43,29,5.75,scattered clouds
511,Kastamonu,TR,2022-01-29 20:56:19,41.5,33.6667,19.24,19.24,95,75,0.87,broken clouds
512,Pangody,RU,2022-01-29 20:56:20,65.85,74.4859,-9.72,-9.72,96,99,8.37,overcast clouds
513,Guerrero Negro,MX,2022-01-29 20:54:04,27.9769,-114.0611,71.19,71.19,29,8,12.35,clear sky
514,Milkovo,RU,2022-01-29 20:56:20,54.7167,158.6167,19.63,19.63,97,100,1.7,snow
515,Villers-Les-Nancy,FR,2022-01-29 20:56:21,48.671,6.1508,38.08,44.65,92,100,9.22,light intensity drizzle
516,Adrar,MR,2022-01-29 20:56:21,20.5022,-10.0711,78.67,78.67,11,100,10.65,overcast clouds
517,Villa Rica,US,2022-01-29 20:52:52,33.7321,-84.9191,32.05,39.22,35,2,9.78,clear sky
518,Hohhot,CN,2022-01-29 20:56:22,40.8106,111.6522,14.29,14.29,62,0,4.47,clear sky
519,Sibolga,ID,2022-01-29 20:56:22,1.7427,98.7792,74.46,74.46,91,75,2.21,moderate rain
520,Bandarbeyla,SO,2022-01-29 20:56:22,9.4942,50.8122,75.76,75.76,65,94,21.99,overcast clouds
521,Koshurnikovo,RU,2022-01-29 20:56:23,54.1667,93.3,-18.71,-18.71,100,74,3.98,broken clouds
522,Rosamorada,MX,2022-01-29 20:56:23,22.1222,-105.2058,92.1,92.1,22,0,9.1,clear sky
523,Mogadishu,SO,2022-01-29 20:56:23,2.0371,45.3438,77.25,77.25,80,28,22.41,scattered clouds
524,Sur,OM,2022-01-29 20:56:24,22.5667,59.5289,71.15,71.15,54,3,5.46,clear sky
525,Mumford,GH,2022-01-29 20:56:24,5.2618,-0.759,79.5,79.5,86,38,4.81,scattered clouds
526,Taltal,CL,2022-01-29 20:56:24,-25.4,-70.4833,68.79,68.79,69,8,7.67,clear sky
527,Manjacaze,MZ,2022-01-29 20:56:25,-24.7117,33.8828,72.72,72.72,85,100,4.09,overcast clouds
528,Dorolt,RO,2022-01-29 20:56:25,47.85,22.8167,30.72,34.03,81,100,12.66,light snow
529,Poum,NC,2022-01-29 20:56:26,-20.2333,164.0167,80.92,80.92,79,39,9.19,scattered clouds
530,Hobyo,SO,2022-01-29 20:56:26,5.3505,48.5268,76.84,76.84,78,17,23.15,few clouds
531,Dryden,CA,2022-01-29 20:56:26,49.7833,-92.7503,10.69,10.69,79,100,4.61,overcast clouds
532,Korla,CN,2022-01-29 20:56:27,41.7597,86.1469,23.5,23.5,54,100,5.03,overcast clouds
533,Natal,BR,2022-01-29 20:56:27,-5.795,-35.2094,81.25,82.62,74,75,10.36,broken clouds
534,Tvoroyri,FO,2022-01-29 20:56:28,61.5556,-6.8111,34.99,34.99,59,45,24.11,scattered clouds
535,Visakhapatnam,IN,2022-01-29 20:56:28,17.69,83.2093,64.29,64.29,82,20,2.3,mist
536,Nordfjordeid,NO,2022-01-29 20:56:28,61.9063,5.9915,37.08,40.95,97,100,16.02,overcast clouds
537,Key West,US,2022-01-29 20:52:09,24.5557,-81.7826,59.0,66.2,56,100,20.71,overcast clouds
538,Asau,RO,2022-01-29 20:56:29,46.4333,26.4,29.32,29.32,88,80,7.85,broken clouds
539,San Lawrenz,MT,2022-01-29 20:56:29,36.0553,14.204,49.41,50.86,55,3,5.99,clear sky
540,Le Port,RE,2022-01-29 20:56:30,-20.9373,55.2919,76.96,77.0,83,88,2.08,overcast clouds
541,Shulan,CN,2022-01-29 20:56:30,44.4167,126.95,-1.16,-1.16,97,46,6.55,scattered clouds
542,Hanzhong,CN,2022-01-29 20:56:30,33.0728,107.0303,35.06,35.06,77,93,2.73,overcast clouds
543,Flinders,AU,2022-01-29 20:56:31,-34.5833,150.8552,70.25,74.37,85,100,5.01,overcast clouds
544,Waipawa,NZ,2022-01-29 20:56:31,-41.4122,175.5153,66.83,68.94,54,35,2.68,scattered clouds
545,Mtwara,TZ,2022-01-29 20:56:32,-10.2667,40.1833,75.96,75.96,89,100,4.25,overcast clouds
546,Great Yarmouth,GB,2022-01-29 20:56:32,52.6083,1.7305,44.31,46.94,71,30,19.35,scattered clouds
547,Debre Tabor,ET,2022-01-29 20:56:32,11.85,38.0167,54.59,54.59,57,8,1.45,clear sky
548,Sawtell,AU,2022-01-29 20:56:33,-30.3833,153.1,68.32,71.19,96,40,4.61,scattered clouds
549,Troitsko-Pechorsk,RU,2022-01-29 20:56:33,62.7084,56.1964,8.85,8.85,97,100,5.48,overcast clouds
550,Dillon,US,2022-01-29 20:56:33,34.4166,-79.3712,35.49,40.35,40,1,15.9,clear sky
551,Nago,JP,2022-01-29 20:56:34,26.5881,127.9761,60.46,62.76,84,100,14.14,overcast clouds
552,Tigil,RU,2022-01-29 20:56:34,57.8,158.6667,25.29,25.29,77,100,10.31,overcast clouds
553,Peleduy,RU,2022-01-29 20:57:34,59.6289,112.7406,-8.82,-8.82,100,100,3.06,overcast clouds
554,La Primavera,CO,2022-01-29 20:57:35,5.4906,-70.4092,96.08,96.08,26,34,12.48,scattered clouds
555,Ayaviri,PE,2022-01-29 20:57:35,-14.8864,-70.5889,57.9,57.9,51,89,5.37,moderate rain
556,Kurilsk,RU,2022-01-29 20:57:35,45.2333,147.8833,22.03,22.03,73,100,12.06,light snow
557,Shimoda,JP,2022-01-29 20:57:36,34.6667,138.95,38.1,38.1,73,66,9.51,broken clouds
558,Krasnoarmeysk,RU,2022-01-29 20:57:36,51.0239,45.6969,22.3,29.16,96,100,11.03,overcast clouds
559,Ulagan,RU,2022-01-29 20:57:37,50.6321,87.9563,-11.49,-11.49,87,87,1.54,overcast clouds
560,Brigham City,US,2022-01-29 20:57:37,41.5102,-112.0155,27.55,42.01,47,0,1.01,clear sky
561,Belmonte,BR,2022-01-29 20:57:37,-15.8631,-38.8828,81.1,81.1,79,16,10.2,few clouds
562,Antrim,GB,2022-01-29 20:57:38,54.6667,-6.25,37.74,42.37,93,75,6.91,broken clouds
563,Kuna,US,2022-01-29 20:57:38,43.4918,-116.4201,22.28,30.72,71,0,1.99,clear sky
564,Mpika,ZM,2022-01-29 20:57:39,-11.8343,31.4529,62.58,62.58,96,100,1.45,light rain
565,Saint Anthony,US,2022-01-29 20:57:39,45.0205,-93.218,22.84,28.89,61,100,3.0,overcast clouds
566,Tezu,IN,2022-01-29 20:57:39,27.9167,96.1667,50.16,50.16,52,0,4.09,clear sky
567,Byron Bay,AU,2022-01-29 20:57:40,-28.65,153.6167,68.11,73.35,81,61,8.77,broken clouds
568,Tuxpan,MX,2022-01-29 20:57:40,19.55,-103.4,82.56,82.56,27,3,8.21,clear sky
569,Hualmay,PE,2022-01-29 20:57:41,-11.0964,-77.6139,73.96,73.96,73,60,11.65,broken clouds
570,Sao Desiderio,BR,2022-01-29 20:53:16,-12.3633,-44.9733,72.55,72.55,94,100,5.41,overcast clouds
571,Manaure,CO,2022-01-29 20:57:41,11.7751,-72.4445,80.08,80.08,68,3,17.25,clear sky
572,Fort Wellington,GY,2022-01-29 20:57:41,6.4,-57.6,79.09,79.09,73,66,8.03,broken clouds
573,Lusambo,CD,2022-01-29 20:57:42,-4.9667,23.45,71.83,71.83,80,99,0.34,overcast clouds
574,The Valley,AI,2022-01-29 20:52:45,18.217,-63.0578,79.11,84.06,65,20,10.36,few clouds
575,Hondo,JP,2022-01-29 20:57:42,32.45,130.2,43.95,43.95,58,100,12.15,light rain
576,Kapra,IN,2022-01-29 20:57:43,17.4846,78.561,61.5,61.5,27,2,0.85,clear sky
577,Arona,ES,2022-01-29 20:57:43,28.0996,-16.681,50.65,59.52,75,20,1.01,haze
578,Williston,US,2022-01-29 20:53:36,48.147,-103.618,29.77,39.61,63,80,1.99,broken clouds
579,Hirado,JP,2022-01-29 20:57:43,33.3597,129.5531,43.36,43.36,52,100,12.64,overcast clouds
580,Panvel,IN,2022-01-29 20:57:44,18.9833,73.1,71.67,71.67,46,1,2.53,clear sky
581,Manoel Urbano,BR,2022-01-29 20:57:44,-8.8389,-69.2597,80.19,80.19,94,96,1.83,heavy intensity rain
582,Puntarenas,CR,2022-01-29 20:57:44,9.9763,-84.8384,91.33,91.33,42,2,4.25,clear sky
583,Mildura,AU,2022-01-29 20:57:45,-34.2,142.15,67.06,67.96,77,0,8.05,clear sky
584,Panama City,PA,2022-01-29 20:53:37,8.9936,-79.5197,77.79,90.93,48,40,12.66,scattered clouds
585,Bismil,TR,2022-01-29 20:57:45,37.8486,40.6658,33.53,35.71,98,100,1.54,overcast clouds
586,Camacha,PT,2022-01-29 20:57:45,33.0833,-16.3333,60.22,61.56,82,20,10.36,few clouds
587,Cururupu,BR,2022-01-29 20:57:46,-1.8283,-44.8683,73.26,73.26,96,100,2.95,light rain
588,Otorohanga,NZ,2022-01-29 20:57:46,-38.1833,175.2,71.19,71.96,57,17,1.36,few clouds
589,Acari,PE,2022-01-29 20:57:46,-15.4311,-74.6158,77.54,77.54,61,91,11.01,overcast clouds
590,Aksu,CN,2022-01-29 20:57:47,41.1231,80.2644,26.38,26.38,46,100,3.89,overcast clouds
591,Waingapu,ID,2022-01-29 20:54:02,-9.6567,120.2641,78.19,78.19,86,100,6.89,overcast clouds
592,Linjiang,CN,2022-01-29 20:57:47,41.8069,126.9078,-3.3,-3.3,99,44,0.89,scattered clouds
593,Prieska,ZA,2022-01-29 20:57:48,-29.6641,22.7474,80.46,80.46,38,99,9.44,overcast clouds
594,Miracema Do Tocantins,BR,2022-01-29 20:57:48,-9.5618,-48.3967,76.64,76.64,91,60,4.36,broken clouds
595,Stephenville Crossing,CA,2022-01-29 20:57:49,48.5,-58.4318,29.21,30.33,93,100,26.46,overcast clouds
596,Stanislav,UA,2022-01-29 20:57:49,46.5691,32.1478,31.3,31.3,72,55,11.21,broken clouds
597,Saint-Joseph,RE,2022-01-29 20:57:49,-21.3667,55.6167,75.56,75.58,83,42,9.86,scattered clouds
598,Jinchang,CN,2022-01-29 20:57:50,38.4953,102.1739,17.24,17.24,58,26,11.12,scattered clouds
599,Seeheim-Jugenheim,DE,2022-01-29 20:58:50,49.765,8.6519,41.94,48.02,92,100,15.32,overcast clouds
600,Campbell River,CA,2022-01-29 20:58:50,50.0163,-125.2446,37.45,39.25,100,100,0.0,mist
601,Camana,PE,2022-01-29 20:58:51,-16.6228,-72.7111,73.31,73.31,63,83,6.4,broken clouds
602,Costinesti,RO,2022-01-29 20:58:51,43.95,28.6333,29.07,37.02,75,17,11.59,few clouds
603,Bone,DE,2022-01-29 20:58:52,51.9669,12.1396,44.62,48.29,75,94,29.24,overcast clouds
604,Beloha,MG,2022-01-29 20:58:52,-25.1667,45.05,72.68,72.68,85,6,10.67,clear sky
605,Along,IN,2022-01-29 20:58:52,28.1667,94.7667,43.03,43.03,83,1,1.61,clear sky
606,San Vicente,AR,2022-01-29 20:58:53,-26.6167,-54.1333,69.33,69.33,76,93,6.06,overcast clouds
607,Aflao,TG,2022-01-29 20:58:53,6.116,1.1914,82.53,82.53,74,80,4.61,haze
608,Moose Factory,CA,2022-01-29 20:58:54,51.2585,-80.6094,1.38,1.4,60,0,9.22,clear sky
609,Rosetta,EG,2022-01-29 20:58:54,31.4044,30.4164,51.62,51.62,78,3,8.16,clear sky
610,Ust-Tsilma,RU,2022-01-29 20:58:54,65.441,52.1498,17.24,17.24,93,100,9.44,light snow
611,Port Blair,IN,2022-01-29 20:58:55,11.6667,92.75,77.04,77.04,83,75,2.3,mist
612,Opatija,HR,2022-01-29 20:58:55,45.3392,14.3083,32.36,43.48,73,67,2.39,broken clouds
613,Karasburg,NA,2022-01-29 20:55:47,-28.0167,18.75,83.95,83.95,27,100,6.06,overcast clouds
614,Maputo,MZ,2022-01-29 20:56:12,-25.9653,32.5892,74.66,75.22,89,75,7.0,broken clouds
615,Nhulunbuy,AU,2022-01-29 20:55:14,-12.2333,136.7667,83.01,83.01,83,40,14.97,scattered clouds
616,Imbituba,BR,2022-01-29 20:58:56,-28.24,-48.6703,69.69,73.81,82,91,7.63,overcast clouds
617,Necochea,AR,2022-01-29 20:55:59,-38.5473,-58.7368,90.03,90.03,40,1,18.07,clear sky
618,Batemans Bay,AU,2022-01-29 20:58:57,-35.7167,150.1833,69.91,75.2,95,96,2.19,overcast clouds
619,Juneau,US,2022-01-29 20:58:57,58.3019,-134.4197,38.98,42.8,89,100,0.0,moderate rain
620,Playas,EC,2022-01-29 20:58:57,-2.6333,-80.3833,76.96,76.96,82,100,10.45,light rain
621,Kabare,CD,2022-01-29 20:58:58,-2.4683,28.8242,62.35,62.35,87,100,1.52,overcast clouds
622,Gazli,UZ,2022-01-29 20:58:58,40.1333,63.45,35.53,35.53,68,1,8.23,clear sky
623,Ixtapa,MX,2022-01-29 20:58:59,20.7,-105.2,86.32,86.32,38,1,8.19,clear sky
624,Beryslav,UA,2022-01-29 20:58:59,46.8415,33.4284,27.73,27.73,89,49,9.08,scattered clouds
625,Whitehorse,CA,2022-01-29 20:58:59,60.7161,-135.0538,18.37,25.11,78,100,6.91,light snow
626,Gladstone,AU,2022-01-29 20:54:40,-23.85,151.25,76.93,76.93,78,100,9.22,overcast clouds
627,Grimshaw,CA,2022-01-29 20:59:00,56.1834,-117.6027,26.22,38.01,86,75,2.3,broken clouds
628,Kumphawapi,TH,2022-01-29 20:59:00,17.1087,103.0149,69.84,73.89,99,32,3.53,scattered clouds
629,Vadakku Valliyur,IN,2022-01-29 20:59:01,8.3833,77.65,74.25,74.25,89,41,8.1,scattered clouds
630,Severo-Kurilsk,RU,2022-01-29 20:59:01,50.6789,156.125,23.59,23.59,77,90,18.97,overcast clouds
631,San Luis,AR,2022-01-29 20:59:01,-33.295,-66.3356,88.5,88.5,23,0,3.62,clear sky
632,North Bend,US,2022-01-29 20:59:02,43.4065,-124.2243,54.86,59.16,60,7,4.99,clear sky
633,Mount Isa,AU,2022-01-29 20:59:02,-20.7333,139.5,74.97,74.97,100,100,6.91,overcast clouds
634,Barranca,PE,2022-01-29 20:59:03,-10.75,-77.7667,72.45,72.45,74,76,11.25,broken clouds
635,Gamba,GA,2022-01-29 20:59:03,-2.65,10.0,77.47,77.47,88,90,4.61,overcast clouds
636,Pokrovsk,UA,2022-01-29 20:57:08,48.282,37.1758,26.94,26.94,95,99,11.81,overcast clouds
637,Kununurra,AU,2022-01-29 20:54:45,-15.7667,128.7333,78.78,78.78,94,75,8.05,broken clouds
638,Aklavik,CA,2022-01-29 20:59:04,68.2191,-135.0107,-23.8,-15.77,76,75,3.44,broken clouds
639,Sioux Lookout,CA,2022-01-29 20:59:04,50.1001,-91.917,10.47,10.78,79,100,3.44,overcast clouds
640,Marzuq,YE,2022-01-29 20:59:05,14.4,46.4667,61.54,61.54,78,10,4.23,clear sky
641,Lata,PT,2022-01-29 20:59:05,40.1629,-8.3327,45.07,55.81,52,0,5.21,clear sky
642,Awjilah,LY,2022-01-29 20:59:05,29.1081,21.2869,52.52,52.52,38,0,11.72,clear sky
643,Semey,KZ,2022-01-29 20:59:06,50.4111,80.2275,10.26,10.26,78,100,15.48,overcast clouds
644,Tiznit,MA,2022-01-29 20:59:06,29.5833,-9.5,58.26,58.26,31,0,15.39,clear sky
645,Ndele,CF,2022-01-29 20:59:07,8.4109,20.6473,73.29,73.29,21,73,5.7,broken clouds
646,Alamosa,US,2022-01-29 20:59:07,37.4695,-105.87,31.51,38.35,57,1,2.91,clear sky
647,Vemalwada,IN,2022-01-29 21:00:07,18.4667,78.8833,59.77,59.77,31,4,2.93,clear sky
648,Bandarban,BD,2022-01-29 21:00:09,22.1965,92.2262,48.11,48.11,82,0,2.42,clear sky
649,Boden,SE,2022-01-29 21:00:12,65.8252,21.6886,19.4,19.4,92,100,11.59,light snow
650,Guanica,PR,2022-01-29 21:00:13,17.9716,-66.908,78.06,83.32,70,28,5.01,scattered clouds
651,Lebyazhye,RU,2022-01-29 21:00:13,55.2689,66.4947,5.34,5.34,93,100,5.28,overcast clouds
652,Makinsk,KZ,2022-01-29 21:00:14,52.6292,70.4169,-5.04,-5.04,100,43,4.14,scattered clouds
653,Markova,UA,2022-01-29 21:00:15,48.6758,24.4138,30.79,30.79,69,100,15.21,overcast clouds
654,Xinyang,CN,2022-01-29 21:00:15,32.1228,114.0656,31.44,31.44,80,11,1.88,few clouds
655,Los Llanos De Aridane,ES,2022-01-29 21:00:16,28.6585,-17.9182,56.12,58.75,74,9,8.99,clear sky
656,Grand Gaube,MU,2022-01-29 20:58:07,-20.0064,57.6608,79.38,81.0,75,90,5.01,overcast clouds
657,Moshupa,BW,2022-01-29 21:00:16,-24.7782,25.4155,66.92,66.92,86,96,9.48,overcast clouds
658,Honningsvag,NO,2022-01-29 21:00:17,70.9821,25.9704,18.93,18.93,67,85,10.71,overcast clouds
659,San Rafael,AR,2022-01-29 20:56:04,-34.6177,-68.3301,90.95,90.95,24,0,16.93,clear sky
660,Varzelandia,BR,2022-01-29 21:00:19,-15.7014,-44.0275,71.73,71.73,88,72,5.08,broken clouds
661,Cirebon,ID,2022-01-29 21:00:19,-6.7063,108.557,78.73,78.73,86,100,1.7,overcast clouds
662,Kalangala,UG,2022-01-29 21:00:20,-0.3089,32.225,74.55,74.55,67,75,10.31,broken clouds
663,Giporlos,PH,2022-01-29 21:00:21,11.12,125.4494,77.09,77.09,90,46,0.83,scattered clouds
664,High Level,CA,2022-01-29 21:00:22,58.5169,-117.136,12.31,12.31,92,100,4.61,light snow
665,Port Moresby,PG,2022-01-29 21:00:22,-9.4431,147.1797,77.07,77.07,82,100,7.11,heavy intensity rain
666,Partenit,UA,2022-01-29 21:00:23,44.578,34.3446,36.81,36.81,76,59,8.08,broken clouds
667,Burnie,AU,2022-01-29 21:00:24,-41.0667,145.9167,60.94,60.94,93,73,7.45,broken clouds
668,Jiujiang,CN,2022-01-29 21:00:24,29.7333,115.9833,36.73,36.73,85,96,6.35,overcast clouds
669,Siguiri,GN,2022-01-29 21:00:24,11.6667,-9.5,81.32,81.32,16,3,3.76,clear sky
670,Buzmeyin,TM,2022-01-29 21:00:25,38.0507,58.2056,40.86,40.86,62,3,2.95,clear sky
671,Lethem,GY,2022-01-29 21:00:25,3.3803,-59.7968,91.44,91.44,36,86,12.93,overcast clouds
